Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-03,1486.6400146484375,1490.469970703125,1465.6400146484375,1474.449951171875,2330200,0,0
2020-08-04,1476.5699462890625,1485.56005859375,1458.6500244140625,1464.969970703125,1903500,0,0
2020-08-05,1469.300048828125,1482.4100341796875,1463.4599609375,1473.6099853515625,1979500,0,0
2020-08-06,1471.75,1502.3900146484375,1466.0,1500.0999755859375,1995400,0,0
2020-08-07,1500.0,1516.844970703125,1481.6400146484375,1494.489990234375,1576600,0,0
2020-08-10,1487.1800537109375,1504.074951171875,1473.0799560546875,1496.0999755859375,1289300,0,0
2020-08-11,1492.43994140625,1510.0,1478.0,1480.3199462890625,1454400,0,0
2020-08-12,1485.5799560546875,1512.385986328125,1485.25,1506.6199951171875,1437700,0,0
2020-08-13,1510.3399658203125,1537.25,1508.0050048828125,1518.449951171875,1455200,0,0
2020-08-14,1515.6600341796875,1521.9000244140625,1502.8800048828125,1507.72998046875,1354800,0,0
2020-08-17,1514.6700439453125,1525.6099853515625,1507.969970703125,1517.97998046875,1378300,0,0
2020-08-18,1526.1800537109375,1562.469970703125,1523.7099609375,1558.5999755859375,2027100,0,0
2020-08-19,1553.31005859375,1573.6800537109375,1543.949951171875,1547.530029296875,1660600,0,0
2020-08-20,1543.449951171875,1585.8699951171875,1538.199951171875,1581.75,1706900,0,0
2020-08-21,1577.030029296875,1597.719970703125,1568.0050048828125,1580.4200439453125,1446500,0,0
2020-08-24,1593.97998046875,1614.1700439453125,1580.5699462890625,1588.199951171875,1409900,0,0
2020-08-25,1582.0699462890625,1611.6199951171875,1582.0699462890625,1608.219970703125,2247100,0,0
2020-08-26,1608.0,1659.219970703125,1603.5999755859375,1652.3800048828125,3993400,0,0
2020-08-27,1653.6800537109375,1655.0,1625.75,1634.3299560546875,1861600,0,0
2020-08-28,1633.489990234375,1647.1700439453125,1630.75,1644.4100341796875,1499800,0,0
2020-08-31,1647.8900146484375,1647.9649658203125,1630.31005859375,1634.1800537109375,1823400,0,0
2020-09-01,1636.6300048828125,1665.72998046875,1632.219970703125,1660.7099609375,1826700,0,0
2020-09-02,1673.7750244140625,1733.1800537109375,1666.3299560546875,1728.280029296875,2511200,0,0
2020-09-03,1709.7139892578125,1709.7139892578125,1615.06005859375,1641.8399658203125,3107800,0,0
2020-09-04,1624.260009765625,1645.1099853515625,1547.613037109375,1591.0400390625,2608600,0,0
2020-09-08,1533.510009765625,1563.864990234375,1528.010009765625,1532.3900146484375,2610900,0,0
2020-09-09,1557.530029296875,1569.0,1536.051025390625,1556.9599609375,1774700,0,0
2020-09-10,1560.6400146484375,1584.0810546875,1525.8050537109375,1532.02001953125,1618600,0,0
2020-09-11,1536.0,1575.199951171875,1497.3599853515625,1520.719970703125,1597100,0,0
2020-09-14,1539.0050048828125,1564.0,1515.739990234375,1519.280029296875,1696600,0,0
2020-09-15,1536.0,1559.5699462890625,1531.8349609375,1541.43994140625,1331100,0,0
2020-09-16,1555.5400390625,1562.0,1519.8199462890625,1520.9000244140625,1311700,0,0
2020-09-17,1496.0,1508.2979736328125,1470.0,1495.530029296875,1879800,0,0
2020-09-18,1498.010009765625,1503.0030517578125,1437.1300048828125,1459.989990234375,3103900,0,0
