Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-21,1440.06005859375,1448.3599853515625,1406.550048828125,1431.1600341796875,2888800,0,0
2020-09-22,1450.0899658203125,1469.52001953125,1434.530029296875,1465.4599609375,1583200,0,0
2020-09-23,1458.780029296875,1460.9599609375,1407.699951171875,1415.2099609375,1657400,0,0
2020-09-24,1411.030029296875,1443.708984375,1409.8499755859375,1428.2900390625,1450200,0,0
2020-09-25,1432.6300048828125,1450.0,1413.3399658203125,1444.9599609375,1323000,0,0
2020-09-28,1474.2099609375,1476.800048828125,1449.301025390625,1464.52001953125,2007900,0,0
2020-09-29,1470.3900146484375,1476.6629638671875,1458.8050537109375,1469.3299560546875,978200,0,0
2020-09-30,1466.800048828125,1489.75,1459.8800048828125,1469.5999755859375,1700600,0,0
2020-10-01,1484.27001953125,1499.0400390625,1479.2099609375,1490.0899658203125,1779500,0,0
2020-10-02,1462.030029296875,1483.199951171875,1450.9200439453125,1458.4200439453125,1284100,0,0
2020-10-05,1466.2099609375,1488.2099609375,1464.27001953125,1486.02001953125,1113300,0,0
2020-10-06,1475.5799560546875,1486.760009765625,1448.5899658203125,1453.43994140625,1245400,0,0
2020-10-07,1464.2900390625,1468.9599609375,1436.0,1460.2900390625,1746200,0,0
2020-10-08,1465.0899658203125,1490.0,1465.0899658203125,1485.9300537109375,1187800,0,0
2020-10-09,1494.699951171875,1516.52001953125,1489.449951171875,1515.219970703125,1435300,0,0
2020-10-12,1543.0,1593.8599853515625,1532.5699462890625,1569.1500244140625,2482600,0,0
2020-10-13,1583.72998046875,1590.0,1563.199951171875,1571.6800537109375,1601000,0,0
2020-10-14,1578.5899658203125,1587.6839599609375,1550.530029296875,1568.0799560546875,1931000,0,0
2020-10-15,1547.1500244140625,1575.10498046875,1545.030029296875,1559.1300048828125,1540000,0,0
2020-10-16,1565.8499755859375,1581.1300048828125,1563.0,1573.010009765625,1434700,0,0
2020-10-19,1580.4599609375,1588.1500244140625,1528.0,1534.6099853515625,1607100,0,0
2020-10-20,1527.050048828125,1577.5,1525.6700439453125,1555.9300537109375,2241700,0,0
2020-10-21,1573.3299560546875,1618.72998046875,1571.6300048828125,1593.31005859375,2568300,0,0
2020-10-22,1593.050048828125,1621.989990234375,1585.0,1615.3299560546875,1433600,0,0
2020-10-23,1626.0699462890625,1642.3599853515625,1620.510009765625,1641.0,1375800,0,0
2020-10-26,1625.010009765625,1638.239990234375,1576.5,1590.449951171875,1853300,0,0
2020-10-27,1595.6700439453125,1606.844970703125,1582.780029296875,1604.260009765625,1229000,0,0
2020-10-28,1559.739990234375,1561.3499755859375,1514.6199951171875,1516.6199951171875,1834000,0,0
2020-10-29,1522.3599853515625,1593.7099609375,1522.239990234375,1567.239990234375,2003100,0,0
2020-10-30,1672.1099853515625,1687.0,1604.4599609375,1621.010009765625,4329100,0,0
2020-11-02,1628.1600341796875,1660.77001953125,1616.030029296875,1626.030029296875,2530100,0,0
2020-11-03,1631.780029296875,1660.3499755859375,1616.6201171875,1657.75,507022,0,0
