Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-31,99.73522790126142,99.95409944126523,97.7852931842924,99.07861328125,1888000,0.0,0
2020-08-03,99.5561515239901,101.4662907187161,99.23779499153576,100.37194061279297,1596900,0.0,0
2020-08-04,100.07347992632253,101.05840187138661,99.33728185433229,99.993896484375,1267700,0.0,0
2020-08-05,100.89922173195181,101.51604085767877,99.41687478311651,101.38671112060547,1869700,0.0,0
2020-08-06,101.36680462633184,102.26218473609399,100.10332928660299,102.2223892211914,2479600,0.0,0
2020-08-07,102.35171862572561,103.18740925557938,101.38670585573279,102.37162017822266,1781000,0.0,0
2020-08-10,103.22720792213688,104.88863086610492,102.37162330388131,103.68484497070312,1981700,0.0,0
2020-08-11,104.46083622763527,105.04780299741905,103.18741010519999,103.58535766601562,1489500,0.0,0
2020-08-12,104.02309174909125,104.99806288043231,103.5654547169004,104.4409408569336,1217300,0.0,0
2020-08-13,105.0378605058937,107.88317533774587,104.95826947516059,107.345947265625,2281100,0.0,0
2020-08-14,107.78368374230035,109.75352002480156,107.44543324391145,108.92778015136719,2552100,0.0,0
2020-08-17,110.4200774706915,110.81802503647265,109.31577658100255,110.22110748291016,2260900,0.0,0
2020-08-18,111.31545973239,111.57412679364458,109.76347254529975,109.9524917602539,2216000,0.0,0
2020-08-19,110.09178117708207,113.08631981457053,110.09178117708207,111.38510131835938,3060500,0.0,0
2020-08-20,110.847873298338,111.4945371645059,109.87290970091945,111.12643432617188,2109600,0.0,0
2020-08-21,111.42489677563049,113.86231335650992,111.37515048205388,113.41462707519531,3811400,0.0,0
2020-08-24,117.69254356590415,118.86648467953134,114.2105157395782,116.76731872558594,5434600,0.0,0
2020-08-25,112.91719197775663,113.27534403089476,108.04235133468202,112.06160736083984,10462400,0.0,0
2020-08-26,112.82765696010458,113.60365053966578,111.0070519679227,111.7332992553711,4124400,0.0,0
2020-08-27,111.97207536057918,111.97207536057918,109.66398852253691,110.6489028930664,2760500,0.0,0
2020-08-28,111.10653789543773,111.12643185831888,109.5445999467258,110.65885162353516,2366200,0.0,0
2020-08-31,110.91750823987392,111.59401681371578,109.2859300777056,110.34049224853516,2509200,0.0,0
2020-09-01,110.42007698786306,113.84241541231047,110.16141752292205,112.91719055175781,2364900,0.0,0
2020-09-02,113.35493346622069,113.61359293078517,111.10653618434715,113.43451690673828,2508300,0.0,0
2020-09-03,113.4146263709222,113.4146263709222,107.2962042197103,108.14183807373047,2452000,0.0,0
2020-09-04,108.92777808401291,109.87290448670373,103.78432731929263,105.76410675048828,2543700,0.0,0
2020-09-08,103.76443569972385,106.27149247807527,102.30198274976111,104.7195053100586,2911300,0.0,0
2020-09-09,105.73426592315843,108.70891056814,104.63991578659778,108.29106903076172,2245400,0.0,0
2020-09-10,108.54973326933269,109.43516261417537,106.55005226357613,106.82861328125,2177600,0.0,0
2020-09-11,108.01250737386567,108.50993994122993,105.62482953247353,106.56000518798828,1353800,0.0,0
2020-09-14,108.3499984741211,109.12999725341797,106.69999694824219,107.69999694824219,2573200,0.55,0
2020-09-15,108.54000091552734,109.38999938964844,107.41999816894531,107.95999908447266,1550900,0.0,0
2020-09-16,108.98999786376953,109.12999725341797,106.80000305175781,107.08000183105469,1727900,0.0,0
2020-09-17,106.0,107.0199966430664,104.55999755859375,105.62999725341797,1729700,0.0,0
2020-09-18,105.41999816894531,107.37999725341797,104.63999938964844,105.58000183105469,2262700,0.0,0
2020-09-21,104.04000091552734,105.97000122070312,103.48999786376953,105.97000122070312,2130900,0.0,0
2020-09-22,106.41000366210938,108.25,105.91000366210938,107.62999725341797,1678300,0.0,0
2020-09-23,108.06999969482422,109.77999877929688,106.38999938964844,106.48999786376953,1920300,0.0,0
2020-09-24,106.12000274658203,106.86000061035156,104.11000061035156,104.7699966430664,2526700,0.0,0
2020-09-25,105.0999984741211,106.63999938964844,104.25,105.97000122070312,1917000,0.0,0
2020-09-28,107.25,108.56999969482422,106.6500015258789,108.44000244140625,1508200,0.0,0
2020-09-29,109.94000244140625,111.22000122070312,108.83999633789062,110.08000183105469,2377900,0.0,0
2020-09-30,109.5,112.41000366210938,109.5,111.29000091552734,2187000,0.0,0
2020-10-01,112.69000244140625,114.72000122070312,111.86000061035156,114.08999633789062,3631200,0.0,0
2020-10-02,111.04000091552734,113.45999908447266,111.01000213623047,112.41999816894531,1930300,0.0,0
2020-10-05,112.56999969482422,116.73999786376953,112.56999969482422,116.06999969482422,2006000,0.0,0
2020-10-06,115.9800033569336,116.43000030517578,112.25,112.44999694824219,2395400,0.0,0
2020-10-07,114.0,115.44000244140625,113.76000213623047,114.48999786376953,1552500,0.0,0
2020-10-08,115.12999725341797,115.6500015258789,113.91000366210938,114.91999816894531,1523300,0.0,0
2020-10-09,115.37000274658203,118.25,115.11000061035156,116.58999633789062,2824100,0.0,0
2020-10-12,117.87000274658203,118.69999694824219,116.86000061035156,118.33000183105469,1333700,0.0,0
2020-10-13,118.12000274658203,119.1500015258789,117.20999908447266,118.20999908447266,1231400,0.0,0
2020-10-14,118.93000030517578,119.9000015258789,117.38999938964844,118.44000244140625,1640800,0.0,0
2020-10-15,117.43000030517578,120.73999786376953,116.9000015258789,120.55999755859375,1624200,0.0,0
2020-10-16,120.88999938964844,121.0999984741211,119.30999755859375,119.3499984741211,1855300,0.0,0
2020-10-19,120.12000274658203,123.22000122070312,119.70999908447266,120.83000183105469,2259700,0.0,0
2020-10-20,121.29000091552734,123.66999816894531,120.77999877929688,120.88999938964844,1725500,0.0,0
2020-10-21,121.44999694824219,121.77999877929688,118.55000305175781,118.69000244140625,1772000,0.0,0
2020-10-22,118.9800033569336,119.62000274658203,115.7699966430664,117.45999908447266,1977700,0.0,0
2020-10-23,115.5,118.25,115.20999908447266,118.20999908447266,1858600,0.0,0
2020-10-26,117.13999938964844,117.18000030517578,112.87999725341797,114.36000061035156,1377000,0.0,0
2020-10-27,115.01000213623047,116.12000274658203,113.30000305175781,113.58000183105469,2143700,0.0,0
2020-10-28,111.5,114.30000305175781,110.3499984741211,111.11000061035156,2264000,0.0,0
2020-10-29,112.27999877929688,113.94999694824219,111.5,112.27999877929688,2107000,0.0,0
2020-10-30,111.55999755859375,112.6500015258789,109.5999984741211,111.55000305175781,1897000,0.0,0
